,client_id,variation
7493,2613481,test
7494,9425999,test
7495,6396533,control
7496,8674117,control
7497,5281648,test
7498,7651162,control
7499,3319092,control
7500,6209041,test
7501,6985236,control
7502,401260,test
7503,1674319,test
7504,2059028,control
7505,837349,control
7506,7511167,test
7507,9258568,test
7508,6289640,test
7509,7313519,test
7510,1377934,test
7511,7020,control
7512,9394113,test
7513,8169366,test
7514,8971654,control
7515,8749493,control
7516,6165948,control
7517,4561306,control
7518,2606984,test
7519,3298315,control
7520,2332428,test
7521,5503836,control
7522,8991695,test
7523,9734308,control
7524,5949701,test
7525,6013114,control
7526,267446,control
7527,6131525,control
7528,7288479,control
7529,9527640,test
7530,5731029,test
7531,2609648,test
7532,8013108,test
7533,6800257,test
7534,1169134,control
7535,7890317,control
7536,1798396,control
7537,4712253,test
7538,8182490,test
7539,9939412,test
7540,3329794,test
7541,1871451,control
7542,5405251,test
7543,48448,test
7544,5757843,control
7545,3569595,test
7546,6774181,test
7547,6303727,control
7548,5479065,control
7549,6510398,control
7550,4429669,test
7551,9401571,control
7552,1795781,test
7553,9689693,test
7554,5822736,control
7555,1384594,control
7556,2574005,test
7557,30462,test
7558,7410126,test
7559,9882286,control
7560,5152221,control
7561,3893516,test
7562,1644880,test
7563,7492583,test
7564,1334827,control
7565,4066835,control
7566,6103330,control
7567,878571,test
7568,1518469,control
7569,9892825,control
7570,8694277,test
7571,569235,test
7572,5300806,control
7573,6793424,control
7574,2492084,control
7575,3389093,control
7576,9241612,test
7577,1444484,test
7578,4761635,control
7579,628776,test
7580,3230369,test
7581,6030394,control
7582,2158976,test
7583,8408200,control
7584,4492817,test
7585,3084989,control
7586,3229214,test
7587,2670183,control
7588,3943790,test
7589,7931684,control
7590,2437429,control
7591,266232,test
7592,3682583,test
7593,2346504,control
7594,3636597,control
7595,9988883,test
7596,4756173,test
7597,4596885,test
7598,3527715,control
7599,9074228,control
7600,1685485,control
7601,7287833,control
7602,3979960,control
7603,1002294,control
7604,5257165,test
7605,9966141,control
7606,9194676,control
7607,205429,test
7608,1515115,control
7609,1753390,test
7610,3761675,control
7611,8739668,test
7612,7793216,test
7613,9889747,control
7614,4869184,control
7615,2443297,test
7616,4778828,test
7617,4755109,test
7618,3250135,test
7619,7800474,control
7620,226853,test
7621,9754583,test
7622,9758429,control
7623,8287067,test
7624,7361202,test
7625,7151107,control
7626,7196140,control
7627,7034343,test
7628,9142027,control
7629,8653648,control
7630,5032714,test
7631,4716419,test
7632,6482354,control
7633,1569375,test
7634,5805358,test
7635,7894096,control
7636,2181962,test
7637,2433176,control
7638,4502448,test
7639,5065659,control
7640,8064988,test
7641,8289071,control
7642,4876431,control
7643,5510809,control
7644,3214131,test
7645,5203608,control
7646,2302824,control
7647,6731059,control
7648,6895737,test
7649,4229918,test
7650,6415360,test
7651,3742430,test
7652,5012978,control
7653,6291267,test
7654,9174161,control
7655,6521362,control
7656,676187,test
7657,7128753,test
7658,7757155,test
7659,1559905,test
7660,7143224,test
7661,591528,test
7662,1211689,control
7663,4619232,test
7664,2860327,test
7665,5625180,test
7666,1073661,test
7667,8407187,control
7668,7699021,test
7669,3621553,test
7670,3154239,test
7671,5286049,test
7672,2765335,test
7673,1498554,test
7674,4527128,control
7675,5512547,control
7676,2252602,test
7677,2602692,control
7678,8499476,test
7679,2907303,control
7680,1644322,test
7681,3305202,test
7682,1291606,control
7683,1000672,control
7684,6926751,test
7685,8365592,test
7686,6307079,test
7687,5065031,test
7688,1018410,control
7689,6022,test
7690,7567116,test
7691,9519007,test
7692,8241606,test
7693,519971,control
7694,3209988,control
7695,8272922,control
7696,7995259,test
7697,2188976,test
7698,6758365,control
7699,4919508,control
7700,8480723,test
7701,5448299,test
7702,3104178,test
7703,8743881,test
7704,3067778,control
7705,5553696,test
7706,596962,test
7707,9296606,control
7708,294716,control
7709,1883923,control
7710,4415801,test
7711,7368894,test
7712,5709774,test
7713,5562631,control
7714,9889738,test
7715,1970262,control
7716,1192222,test
7717,9916719,test
7718,5357058,test
7719,672644,test
7720,208505,test
7721,7697945,test
7722,1929933,control
7723,8161244,control
7724,8419538,control
7725,2347026,test
7726,9944167,control
7727,7244374,control
7728,9794701,test
7729,5468630,test
7730,845310,control
7731,2675631,control
7732,787475,test
7733,5137223,test
7734,4176118,test
7735,1480616,control
7736,5814539,control
7737,3958467,test
7738,7189688,test
7739,826682,control
7740,6551602,control
7741,8297843,test
7742,9804582,control
7743,9786636,test
7744,2807022,test
7745,3034075,test
7746,7497330,test
7747,5510647,control
7748,4304862,control
7749,2346576,control
7750,1529821,control
7751,6219578,control
7752,4126924,control
7753,9203588,control
7754,4977043,test
7755,3386764,control
7756,4885633,control
7757,8094897,test
7758,6090109,test
7759,7077362,control
7760,8076682,test
7761,1736063,test
7762,431429,test
7763,8381440,test
7764,9624164,control
7765,3266097,control
7766,9974466,test
7767,8664229,control
7768,9460602,test
7769,2440403,test
7770,6666515,test
7771,7795550,test
7772,3833308,test
7773,2908142,control
7774,524287,test
7775,8969091,test
7776,3689684,control
7777,7245894,control
7778,4039480,control
7779,4669560,test
7780,5040870,test
7781,6354599,control
7782,6789339,test
7783,1715507,test
7784,4442593,control
7785,3630437,control
7786,1139245,control
7787,44705,test
7788,8542739,control
7789,5404035,test
7790,2161393,control
7791,4519203,test
7792,9774716,test
7793,5417651,control
7794,2032061,test
7795,918457,control
7796,1288685,test
7797,641786,control
7798,9220127,test
7799,2462661,control
7800,6615572,control
7801,1640172,test
7802,723583,test
7803,3500783,control
7804,8213456,test
7805,7974180,control
7806,7847491,control
7807,861973,test
7808,6413736,control
7809,931686,test
7810,9563050,control
7811,5083397,test
7812,334941,control
7813,5360956,control
7814,9171816,test
7815,7246428,control
7816,836164,test
7817,8829408,control
7818,9098507,control
7819,4108295,test
7820,859069,test
7821,6851346,control
7822,2714945,control
7823,6085553,control
7824,5018692,test
7825,1514026,test
7826,4088251,control
7827,9892743,test
7828,9099429,test
7829,7729241,control
7830,4011311,test
7831,8954158,control
7832,1131270,control
7833,5073524,test
7834,9029171,test
7835,6427815,control
7836,9985559,control
7837,6011987,control
7838,3243153,test
7839,3555541,test
7840,6514104,test
7841,1930379,test
7842,8161011,control
7843,5785339,test
7844,8937739,test
7845,2638887,test
7846,6616954,test
7847,5964453,control
7848,9602251,control
7849,7212071,test
7850,4516576,control
7851,7956645,control
7852,113903,test
7853,3700720,test
7854,3019656,control
7855,3669767,control
7856,6186453,control
7857,829900,test
7858,1913642,control
7859,2876901,test
7860,8733457,control
7861,6275218,test
7862,5828316,test
7863,7530875,control
7864,2396722,test
7865,5966640,control
7866,4423197,control
7867,4265827,test
7868,4231887,control
7869,4862909,test
7870,6792182,test
7871,2772609,test
7872,7508315,test
7873,7980278,test
7874,8551425,test
7875,8971317,test
7876,743572,test
7877,1764469,control
7878,8080256,test
7879,4332256,control
7880,7601451,test
7881,8568805,test
7882,4727036,control
7883,9193304,test
7884,6798191,test
7885,3519657,control
7886,5238439,test
7887,9066078,test
7888,3670387,test
7889,183399,control
7890,2869395,test
7891,4582260,test
7892,839585,control
7893,5791777,test
7894,8990132,test
7895,4017786,test
7896,9360092,test
7897,3897463,test
7898,5825555,test
7899,1454516,test
7900,8455732,control
7901,3811686,control
7902,1193757,control
7903,1702022,control
7904,8648261,control
7905,166715,control
7906,9650199,control
7907,8310041,test
7908,4835403,control
7909,5867937,control
7910,9978868,test
7911,7617038,test
7912,2368987,control
7913,8121579,control
7914,6444119,test
7915,3686174,test
7916,975686,test
7917,5584469,test
7918,1741247,test
7919,166702,control
7920,5318633,control
7921,4300134,control
7922,2781665,test
7923,5813552,test
7924,3100375,control
7925,4342517,control
7926,507290,test
7927,2007654,test
7928,358456,test
7929,2023853,control
7930,1324640,test
7931,1177682,control
7932,9783619,control
7933,8438448,control
7934,8035422,control
7935,7744528,test
7936,2615550,test
7937,322874,control
7938,9047770,test
7939,9575051,control
7940,8084373,control
7941,4181418,test
7942,1973973,test
7943,6377511,test
7944,542527,control
7945,6493127,control
7946,6912121,control
7947,4556466,control
7948,1991261,control
7949,6375858,control
7950,3116879,control
7951,2078021,test
7952,7202762,control
7953,8326915,control
7954,6558048,test
7955,4426831,test
7956,5084333,test
7957,3776116,control
7958,111304,control
7959,6279719,control
7960,6723429,control
7961,8758703,control
7962,9040093,control
7963,9293672,test
7964,3944394,control
7965,343583,control
7966,5314127,test
7967,1859112,test
7968,7499381,control
7969,9034200,control
7970,1257755,test
7971,6774962,test
7972,6836764,control
7973,8096789,test
7974,224102,control
7975,6248651,control
7976,2340830,test
7977,253737,control
7978,1273146,test
7979,4674375,control
7980,862897,control
7981,7121165,control
7982,4288097,control
7983,5666090,test
7984,2398138,test
7985,9914222,control
7986,8837677,control
7987,1437239,test
7988,3962151,control
7989,6199461,control
7990,7510784,test
7991,7762216,control
7992,300899,test
7993,6525408,test
7994,4152089,control
7995,6502955,test
7996,7042844,control
7997,3874471,control
7998,6058524,test
7999,6444355,control
8000,9040250,control
8001,6807398,control
8002,7425878,test
8003,3901956,control
8004,5214828,test
8005,4801511,test
8006,1619822,test
8007,7126315,test
8008,3844943,test
8009,8108520,control
8010,3921540,test
8011,9500752,test
8012,4287877,control
8013,3083365,test
8014,5083909,control
8015,5252893,test
8016,3029395,control
8017,620503,test
8018,2505317,control
8019,8336404,control
8020,7287544,test
8021,5344828,control
8022,5871132,test
8023,765501,control
8024,9272167,control
8025,9883785,control
8026,6654998,control
8027,8642798,control
8028,5602321,test
8029,8189939,control
8030,2005283,test
8031,7158000,test
8032,823147,test
8033,8179812,control
8034,2263285,test
8035,1027971,control
8036,3972436,control
8037,5294087,control
8038,7038864,control
8039,4210824,test
8040,8977993,test
8041,638751,test
8042,5004417,control
8043,652672,control
8044,8835436,test
8045,3664764,control
8046,440275,test
8047,4027432,control
8048,1917368,control
8049,8210202,control
8050,434941,control
8051,2123867,control
8052,2036303,control
8053,7188220,control
8054,9785963,test
8055,5388818,control
8056,9766629,test
8057,7798288,control
8058,6517293,test
8059,1532133,control
8060,2612987,test
8061,567520,test
8062,6507136,test
8063,1807211,control
8064,3090064,test
8065,3903411,control
8066,8475079,control
8067,7285655,control
8068,33265,test
8069,2673051,test
8070,8259713,test
8071,1077479,test
8072,20564,test
8073,2658940,test
8074,2039550,test
8075,9587188,control
8076,5712194,control
8077,6541346,control
8078,1202619,control
8079,2606116,control
8080,1660205,test
8081,8292850,test
8082,2316123,control
8083,4547851,test
8084,8616004,test
8085,5571133,control
8086,8716728,test
8087,6580550,control
8088,2624301,test
8089,7310314,control
8090,555975,test
8091,1199169,test
8092,3027452,control
8093,447439,control
8094,9334478,test
8095,3497471,control
8096,8902145,test
8097,9967533,test
8098,6837412,control
8099,438539,test
8100,2301667,test
8101,3063763,test
8102,3704180,test
8103,3932604,test
8104,6597337,control
8105,1820934,control
8106,7544121,control
8107,815158,control
8108,8494129,test
8109,4369073,test
8110,4854309,test
8111,6210251,control
8112,9079825,control
8113,7683151,control
8114,6689398,test
8115,754954,test
8116,9184626,control
8117,5871038,control
8118,6068052,control
8119,2913213,control
8120,9999009,test
8121,7626540,control
8122,4963144,test
8123,7653811,test
8124,4140276,control
8125,6836915,test
8126,9686237,test
8127,7884153,control
8128,6879723,test
8129,5814758,test
8130,6259757,control
8131,7129864,control
8132,7477946,control
8133,2036598,test
8134,2262027,test
8135,6407036,test
8136,9951296,test
8137,6794763,control
8138,7216927,control
8139,5386800,test
8140,2229647,control
8141,5139985,test
8142,9419230,control
8143,1188165,test
8144,8874028,test
8145,5381516,control
8146,1383021,control
8147,1180860,test
8148,7646602,control
8149,7364870,control
8150,5794543,test
8151,5007537,test
8152,327738,control
8153,1696436,test
8154,6372568,control
8155,1647360,control
8156,3689881,control
8157,9271466,test
8158,83447,control
8159,720446,control
8160,574163,test
8161,4419732,control
8162,9672716,control
8163,5564018,test
8164,6103724,control
8165,8293875,test
8166,1990754,control
8167,2224982,control
8168,512590,test
8169,2537673,control
8170,274476,test
8171,1828528,control
8172,7942178,test
8173,2612801,test
8174,4599587,test
8175,7322020,test
8176,4530313,test
8177,5409735,test
8178,7549366,control
8179,7309966,test
8180,4242273,test
8181,4003363,test
8182,4345694,control
8183,1551956,test
8184,2619274,control
8185,6170447,control
8186,6662507,test
8187,796776,control
8188,9137577,control
8189,4720168,control
8190,4702836,control
8191,3653895,test
8192,1386336,control
8193,831738,test
8194,5426555,control
8195,3087575,test
8196,5247296,test
8197,629539,test
8198,2680334,test
8199,8123370,test
8200,8701766,test
8201,5281485,test
8202,8363830,control
8203,1394404,control
8204,8979772,test
8205,1152607,test
8206,109932,control
8207,5318104,control
8208,8885555,control
8209,295858,test
8210,5977393,test
8211,2171087,control
8212,8545535,control
8213,2254581,test
8214,6649052,control
8215,7020306,test
8216,235331,control
8217,1083032,test
8218,2103586,control
8219,7690616,control
8220,365534,test
8221,1715842,test
8222,31404,test
8223,3614480,control
8224,7608061,test
8225,8045953,test
8226,911891,control
8227,2243159,control
8228,2203970,control
8229,7557501,control
8230,9356321,test
8231,6167895,control
8232,1088932,test
8233,2808411,control
8234,2124664,control
8235,5394767,test
8236,3341127,control
8237,5651353,control
8238,1778976,test
8239,5735860,test
8240,7178412,test
8241,5060776,control
8242,7126892,test
8243,7851117,control
8244,8307421,control
8245,9844338,control
8246,9701979,control
8247,397150,test
8248,7532866,test
8249,7716135,control
8250,1477466,test
8251,7884023,test
8252,6678867,test
8253,5042831,control
8254,430812,control
8255,5683021,test
8256,9694436,control
8257,2914747,test
8258,6531383,control
8259,269520,control
8260,8198645,test
8261,9709344,test
8262,6720405,test
8263,7600838,test
8264,2928002,control
8265,4139445,control
8266,3127993,test
8267,4765566,control
8268,5554510,control
8269,3986551,test
8270,4074905,control
8271,420495,test
8272,4518019,control
8273,5319067,control
8274,425532,control
8275,6611240,test
8276,6785921,test
8277,9096994,test
8278,4036051,control
8279,4734064,test
8280,461591,control
8281,7045297,test
8282,2575421,control
8283,5989315,test
8284,6867006,control
8285,8724044,test
8286,4732514,test
8287,4593960,control
8288,2950030,control
8289,5732460,test
8290,9847076,test
8291,5902352,test
8292,2014716,test
8293,3863076,control
8294,6892470,control
8295,5762401,test
8296,1982424,test
8297,4932999,control
8298,4997898,test
8299,5782592,test
8300,2110397,test
8301,4599448,control
8302,6290686,control
8303,6030696,control
8304,888738,test
8305,5787769,test
8306,299060,control
8307,9366127,test
8308,1571924,control
8309,2324981,test
8310,8534656,test
8311,2048027,test
8312,6951355,control
8313,9508722,test
8314,9515720,control
8315,8753582,test
8316,4237578,control
8317,6636252,test
8318,8390636,test
8319,3364495,control
8320,2038721,test
8321,9481982,control
8322,898792,control
8323,4465663,control
8324,4982508,control
8325,309480,test
8326,3600673,control
8327,8073475,test
8328,8375447,control
8329,2014480,test
8330,9737288,test
8331,7170549,test
8332,5062431,test
8333,7296650,test
8334,4348620,test
8335,4156324,control
8336,3819593,test
8337,887550,test
8338,9217608,test
8339,1162520,test
8340,8423312,test
8341,2229584,test
8342,5381132,test
8343,3604194,control
8344,3199307,test
8345,9214189,test
8346,4227250,test
8347,1371185,control
8348,9714234,control
8349,2006522,control
8350,1756474,test
8351,9818086,test
8352,2792084,test
8353,5980307,test
8354,3739117,control
8355,989875,control
8356,7190558,control
8357,9099376,test
8358,9225164,control
8359,7884781,test
8360,593238,test
8361,9400844,control
8362,1080562,test
8363,9283146,control
8364,7981508,test
8365,3108513,control
8366,2017198,control
8367,4295629,test
8368,9852252,test
8369,1505011,control
8370,8214475,control
8371,5186933,test
8372,9255199,test
8373,4142015,test
8374,1385851,test
8375,2678591,control
8376,640378,test
8377,9096993,control
8378,8936467,control
8379,142351,test
8380,8239936,test
8381,1550711,test
8382,1768550,test
8383,9168589,test
8384,8079695,test
8385,5006616,control
8386,5869920,test
8387,3181564,test
8388,4661885,control
8389,1804569,control
8390,3136865,control
8391,6233518,test
8392,9107816,control
8393,6495358,test
8394,6730783,control
8395,3882419,control
8396,89052,control
8397,9848611,control
8398,7897865,test
8399,7691349,test
8400,4080806,control
8401,7255337,test
8402,242262,control
8403,5849741,test
8404,9851927,control
8405,6248859,test
8406,4543944,test
8407,3353150,test
8408,2987187,test
8409,6317207,test
8410,6690967,test
8411,3916852,control
8412,2986513,test
8413,2916728,test
8414,8429054,control
8415,1502312,test
8416,7310208,test
8417,9980622,test
8418,2786226,control
8419,9791824,control
8420,2470571,control
8421,1652388,test
8422,9737117,test
8423,865459,control
8424,5751652,control
8425,2876848,test
8426,370201,test
8427,4285041,control
8428,1660218,control
8429,8958725,control
8430,8336549,control
8431,7134087,control
8432,622280,test
8433,442137,test
8434,3175820,control
8435,7102059,test
8436,3657999,test
8437,9531590,control
8438,4448196,test
8439,7475044,test
8440,5115190,control
8441,9207913,test
8442,8289125,control
8443,1807648,test
8444,8602786,test
8445,5900555,test
8446,4303663,test
8447,6939220,control
8448,2739169,test
8449,923066,control
8450,2573606,test
8451,2951480,test
8452,1599177,control
8453,3334755,test
8454,4015407,test
8455,266896,test
8456,1153028,test
8457,7634300,test
8458,7701584,test
8459,8025584,test
8460,4089005,control
8461,5308409,control
8462,37705,test
8463,8439837,test
8464,4380776,control
8465,8985624,test
8466,7288768,control
8467,5451938,control
8468,5005971,test
8469,6264464,control
8470,8821076,control
8471,8988125,test
8472,4278502,test
8473,4474993,test
8474,8211474,test
8475,4384422,control
8476,2930525,test
8477,8365990,control
8478,8690213,test
8479,8644236,test
8480,8351784,test
8481,4841642,test
8482,4725320,test
8483,6865588,test
8484,8189269,test
8485,2878898,test
8486,1772134,test
8487,1406422,test
8488,3733535,control
8489,1831519,test
8490,3088262,test
8491,8147254,test
8492,2930510,test
8493,7664605,control
8494,4597726,test
8495,3150082,control
8496,8203506,test
8497,387839,control
8498,2984162,control
8499,2122586,control
8500,7591493,test
8501,3890503,test
8502,4864899,control
8503,8297953,test
8504,1674824,test
8505,3445203,control
8506,375176,test
8507,6944107,control
8508,8753478,test
8509,1794555,test
8510,1934569,test
8511,421795,control
8512,8106154,test
8513,1466536,test
8514,506086,test
8515,2291630,test
8516,4718148,control
8517,413324,test
8518,5870916,test
8519,7897463,control
8520,5707484,control
8521,7145159,test
8522,3370908,control
8523,3709112,control
8524,575199,test
8525,7521803,test
8526,7359051,test
8527,4827884,test
8528,1341484,test
8529,9160980,test
8530,2709822,control
8531,1014843,control
8532,7567866,test
8533,1038536,test
8534,4874181,control
8535,6807449,test
8536,7418208,control
8537,5251076,test
8538,3301695,control
8539,1100966,test
8540,7351354,test
8541,7271269,control
8542,1820415,test
8543,3669073,test
8544,8996903,test
8545,2802456,control
8546,2452053,test
8547,8361962,control
8548,9486310,test
8549,6618772,test
8550,8160088,test
8551,8844151,test
8552,3503092,test
8553,2008244,control
8554,2825376,control
8555,647976,test
8556,730405,test
8557,1368967,test
8558,671207,control
8559,2553168,control
8560,8043814,control
8561,4391306,test
8562,9175524,control
8563,1203864,test
8564,4420194,test
8565,9575127,test
8566,1838227,control
8567,2277300,test
8568,2597394,test
8569,4784867,control
8570,934840,test
8571,6902036,control
8572,8360801,test
8573,797212,control
8574,5380629,control
8575,2384259,control
8576,9822876,control
8577,2029683,test
8578,1416408,test
8579,9137754,control
8580,8719542,control
8581,3048587,test
8582,6461112,test
8583,8215559,test
8584,137555,test
8585,3650398,control
8586,651975,test
8587,9356954,control
8588,7134594,control
8589,4179100,test
8590,9663593,test
8591,6187815,control
8592,7966256,control
8593,7820304,control
8594,1206454,control
8595,7967944,test
8596,4442360,test
8597,935909,test
8598,1864127,test
8599,5224523,test
8600,2834218,control
8601,7251333,test
8602,3724649,control
8603,507892,control
8604,6256190,control
8605,3950678,control
8606,5969630,test
8607,6063117,test
8608,1506413,control
8609,8348121,control
8610,5891447,control
8611,7560401,test
8612,6241129,test
8613,8124688,test
8614,3782928,control
8615,3184891,test
8616,2691313,test
8617,5470159,control
8618,5883791,test
8619,1950811,control
8620,9636753,test
8621,9852223,control
8622,1579287,control
8623,9208905,test
8624,6934454,test
8625,6331387,control
8626,6040095,control
8627,4236796,control
8628,9261041,test
8629,4045017,control
8630,908770,test
8631,1705474,control
8632,7707832,control
8633,8226609,control
8634,51493,test
8635,8954117,test
8636,9985251,control
8637,3788459,test
8638,6909899,test
8639,3650423,test
8640,1991344,control
8641,8671533,control
8642,2315149,test
8643,3477198,test
8644,82560,test
8645,4335150,test
8646,8205401,test
8647,7263864,test
8648,2806680,test
8649,2611614,control
8650,9281323,control
8651,8652686,test
8652,9723608,control
8653,550953,control
8654,8093753,test
8655,2878715,control
8656,8832230,control
8657,2606074,control
8658,4151874,control
8659,5078416,control
8660,3161273,control
8661,9773072,test
8662,1631740,test
8663,2998988,test
8664,4200640,test
8665,665986,control
8666,6489670,control
8667,239772,control
8668,6670228,test
8669,8065181,control
8670,2794549,test
8671,8062597,test
8672,9729319,test
8673,8776577,test
8674,2878434,control
8675,4479851,control
8676,9206760,control
8677,4792254,control
8678,6716108,test
8679,3063284,test
8680,3575102,test
8681,8909091,control
8682,8808269,test
8683,5276993,test
8684,4225354,control
8685,2169613,control
8686,5262538,test
8687,8258127,test
8688,4075598,test
8689,3545740,test
8690,3549172,test
8691,6251557,control
8692,2585555,control
8693,134282,test
8694,8307073,control
8695,7330355,test
8696,3298212,control
8697,6680855,control
8698,8341006,control
8699,1902610,control
8700,7066459,control
8701,3534225,test
8702,1529794,control
8703,1015298,test
8704,8241961,test
8705,7570389,test
8706,8675461,control
8707,1900559,control
8708,8226716,test
8709,6913666,control
8710,8318184,test
8711,115834,control
8712,8620221,control
8713,2707834,test
8714,2024626,test
8715,1347682,test
8716,3350034,control
8717,1913626,test
8718,6491644,control
8719,7273374,test
8720,6801754,control
8721,3516520,test
8722,1167003,test
8723,1436462,test
8724,9840124,control
8725,7169843,control
8726,8663315,control
8727,8924804,control
8728,5040199,test
8729,1433975,test
8730,7743470,control
8731,2417330,control
8732,35091,test
8733,9241063,test
8734,9049247,test
8735,2903954,test
8736,505849,control
8737,792775,test
8738,2839072,control
8739,8824361,control
8740,9483420,control
8741,5089801,control
8742,1647983,control
8743,1151093,test
8744,5149344,control
8745,8134612,control
8746,2729240,test
8747,5884299,test
8748,6590564,control
8749,2345882,test
8750,9571170,test
8751,8585280,test
8752,5046613,control
8753,7105913,control
8754,2568580,test
8755,91110,test
8756,27075,test
8757,6421285,test
8758,9480824,test
8759,724809,control
8760,2145346,control
8761,9944190,test
8762,2271229,test
8763,9434801,control
8764,1577980,control
8765,391472,control
8766,6244483,test
8767,8210680,control
8768,4681687,test
8769,7863133,test
8770,3620400,control
8771,3153010,control
8772,1171656,control
8773,532183,control
8774,1415103,control
8775,5795046,control
8776,9013878,test
8777,928205,test
8778,9495136,test
8779,9914297,test
8780,8527231,control
8781,986002,test
8782,1699043,control
8783,6768983,test
8784,4729800,test
8785,6420156,test
8786,4666945,control
8787,2595098,control
8788,75381,control
8789,8959461,control
8790,5771032,control
8791,8808327,test
8792,6004290,control
8793,185881,control
8794,3001667,control
8795,6727155,test
8796,2276676,control
8797,2465411,test
8798,4281556,test
8799,1911485,test
8800,6430285,test
8801,651398,test
8802,3537292,test
8803,4537456,control
8804,1950444,test
8805,44216,control
8806,3648559,control
8807,6295124,test
8808,2061626,control
8809,9127287,control
8810,9250170,test
8811,3524672,test
8812,5522802,control
8813,2301536,test
8814,4659948,test
8815,4446759,test
8816,4121121,test
8817,5756542,test
8818,5907843,control
8819,3838215,control
8820,2803852,control
8821,5475282,test
8822,7160170,test
8823,8591547,control
8824,1716155,test
8825,7482120,test
8826,4659108,control
8827,1886144,test
8828,6782034,control
8829,9874898,control
8830,5396456,test
8831,2008545,test
8832,3492370,control
8833,5897376,control
8834,3228740,test
8835,6745422,control
8836,3772291,control
8837,4653377,control
8838,8382884,control
8839,4219207,test
8840,4333518,control
8841,9233943,test
8842,9386426,test
8843,2983447,test
8844,2137495,control
8845,1025180,test
8846,3597017,test
8847,4804996,test
8848,7958034,control
8849,2084512,control
8850,3458847,test
8851,1465486,control
8852,5308525,control
8853,4702475,control
8854,6617119,test
8855,6806627,test
8856,2448594,test
8857,3228212,test
8858,3432472,test
8859,4608421,test
8860,2513481,test
8861,7107386,test
8862,5615101,test
8863,7665903,test
8864,5902718,test
8865,4549830,control
8866,5395585,control
8867,3814810,test
8868,5188803,test
8869,6948425,control
8870,5477208,control
8871,2506346,control
8872,7710716,test
8873,6421570,control
8874,5998340,test
8875,1209838,control
8876,6067837,test
8877,772498,test
8878,993338,control
8879,3302697,test
8880,4758509,test
8881,2214360,control
8882,6892758,control
8883,4716805,control
8884,1104279,control
8885,178125,test
8886,3948396,control
8887,5763636,test
8888,9508923,control
8889,7666519,control
8890,1686620,test
8891,943955,control
8892,3695707,test
8893,8948986,test
8894,327151,control
8895,2332122,control
8896,8546362,control
8897,6398193,control
8898,2292757,test
8899,1860357,test
8900,8479766,control
8901,120872,control
8902,7616759,control
8903,3753901,test
8904,8686248,test
8905,1742730,test
8906,6888019,test
8907,6360216,control
8908,8441694,test
8909,1671115,test
8910,6997112,control
8911,3813163,control
8912,7193613,control
8913,5965083,control
8914,4587107,control
8915,1585178,control
8916,2400004,control
8917,9147086,test
8918,1402919,test
8919,516409,test
8920,9702706,control
8921,4795365,test
8922,6772324,test
8923,4368765,test
8924,1642284,control
8925,3635736,test
8926,7196406,test
8927,4312553,test
8928,1300849,test
8929,8006118,test
8930,4351762,control
8931,4492437,control
8932,8274026,test
8933,6601433,test
8934,6970695,control
8935,1754960,test
8936,2427319,control
8937,9657291,test
8938,1908999,test
8939,1779692,test
8940,5713362,control
8941,2918728,test
8942,5874173,control
8943,5124964,control
8944,4625121,control
8945,1757163,control
8946,7931740,test
8947,3095311,test
8948,1699891,control
8949,13735,test
8950,7632853,control
8951,3790567,test
8952,5514098,control
8953,6897014,control
8954,4413451,control
8955,8178612,test
8956,2279041,test
8957,6435102,test
8958,6282645,test
8959,33472,test
8960,2297167,test
8961,3361110,test
8962,7247763,test
8963,7045696,control
8964,6655544,control
8965,9158247,control
8966,8361957,control
8967,1955550,control
8968,8816721,test
8969,2462140,control
8970,2745600,test
8971,3544760,control
8972,3830710,control
8973,1020604,control
8974,4658582,test
8975,3972437,control
8976,529554,test
8977,3060664,test
8978,5155174,test
8979,1665981,control
8980,7310192,control
8981,2683226,control
8982,6708756,test
8983,4197604,control
8984,5774699,test
8985,5841109,control
8986,8996652,control
8987,8170136,control
8988,9750590,test
8989,6277863,test
8990,3081243,control
8991,9696002,control
8992,5946645,test
8993,4267206,control
8994,8888588,test
8995,7146195,test
8996,9982970,control
8997,3752798,control
8998,2638326,control
8999,8954124,test
9000,8788903,test
9001,7592127,control
9002,1256808,control
9003,8520769,test
9004,8416677,test
9005,6624712,test
9006,6760686,test
9007,2169315,test
9008,8926354,test
9009,7184566,test
9010,8613227,test
9011,5490525,control
9012,4648093,control
9013,2343695,test
9014,7676929,test
9015,9081439,control
9016,2092004,test
9017,4280794,test
9018,5929228,control
9019,7356840,test
9020,9126956,control
9021,227629,control
9022,7331194,control
9023,7069603,control
9024,3560209,control
9025,9688507,control
9026,6662774,control
9027,9344444,test
9028,1320616,control
9029,6649566,test
9030,4066194,test
9031,5290060,test
9032,6549788,control
9033,6064043,test
9034,6555644,test
9035,3785692,test
9036,8110098,test
9037,9098959,control
9038,6343570,test
9039,5261517,control
9040,2188938,control
9041,2654965,test
9042,2743914,control
9043,5672273,test
9044,424206,test
9045,5537949,test
9046,1676566,control
9047,5609236,test
9048,1255996,test
9049,2309367,test
9050,4219119,control
9051,8384474,test
9052,2187800,test
9053,9031936,test
9054,2091731,control
9055,7534275,test
9056,82723,control
9057,7255843,control
9058,630034,control
9059,8671563,test
9060,6944127,control
9061,7034676,test
9062,4436151,control
9063,7404361,control
9064,3491556,control
